src,tgt
(133*282)*609=,22841154
(518+206)=,724
558-483=,75
308-979=,-671
859+(510*114)=,58999
163-(240+834)*372=,-399365
(651-374)*464-628=,127900
687*572=,392964
(581+233)=,814
105-(861+254)=,-1010
120*271=,32520
(578+505)*636=,688788
(755-794)-(766-258)=,-547
104+824=,928
548-509=,39
915-396+584=,1103
(244+956)+272=,1472
(589+442)=,1031
199-671=,-472
936+(888*520)-801=,461895
(579+185)=,764
777*208-(542*929)=,-341902
(222*986)=,218892
551-(415+478)=,-342
864*756+981-372=,653793
(123-349)=,-226
593*399=,236607
(601+470)*257+774=,276021
798-(488-448)*241=,-8842
618-(885+801)=,-1068
418+108-926=,-400
422+704=,1126
(982*885)*(468+945)=,1227995910
(358+460)+581+942=,2341
622-(845-182)+521=,480
284+458=,742
483-(143+371)*574=,-294553
842*224+(470+221)=,189299
687*(616-587)+478=,20401
(135+274)*630=,257670
(352*242)-414=,84770
774+575+(429-725)=,1053
(415*339)=,140685
(861*700)-358=,602342
(499+115)=,614
538-(239*688)=,-163894
800-(521+400)=,-121
(621+436)*(869+403)=,1344504
(455*592)=,269360
466*402=,187332
576+754-587*287=,-167139
703+209=,912
(279+553)*958-795=,796261
(625-267)=,358
273-(363+824)=,-914
156-774=,-618
(562-282)=,280
(429*951)-879=,407100
(690+773)*773=,1130899
(608*567)*(180*737)=,45732677760
(404+525)*968*844=,758985568
(350-631)*499=,-140219
(271-109)*562-660=,90384
235-794=,-559
(510*269)*100=,13719000
(793+921)*(922+220)=,1957388
(714*913)+168-334=,651716
437-(187+205)-400=,-355
(817+920)-675*984=,-662463
(130*597)=,77610
(792-580)=,212
256-(437*845)=,-369009
293*506=,148258
(331+505)-120-328=,388
863*225=,194175
(347+993)+335=,1675
(467*440)*785*608=,98071494400
682*468=,319176
(671+614)-343-965=,-23
760-(126*927)=,-116042
(447*366)+(921*386)=,519108
234+886=,1120
208-(350*677)=,-236742
941*692+267=,651439
(839-164)*727=,490725
(924-874)-688=,-638
(267+491)+863=,1621
140+628*488+673=,307277
(407*918)=,373626
263-(987+300)=,-1024
(798*998)-225*186=,754554
(560*452)=,253120
(608+807)*995-965=,1406960
(896*408)=,365568
(620*846)+889=,525409
707-528-560=,-381
820-(384+832)+577=,181
(523-749)-126=,-352
834+(356-748)+952=,1394
(366-631)*(995+896)=,-501115
215-583-236=,-604
301*(364+958)=,397922
(416*108)*649=,29158272
968*(934-886)*725=,33686400
(168+158)=,326
309*379+(113-123)=,117101
455+(211-814)*841=,-506668
242+990*436*942=,406605122
(377+706)+624+100=,1807
965+(441+494)+679=,2579
952-(387+928)-781=,-1144
(304+960)-913=,351
(203-112)+(349*186)=,65005
(675+939)*(109*256)=,45037056
(687*580)-(909+652)=,396899
959*432+676=,414964
(341-599)*436-555=,-113043
(153*686)=,104958
(318-847)+558=,29
(151-731)+456=,-124
(396+810)=,1206
(705*381)*372=,99921060
882+(697*372)*545=,141310662
(884+363)*434-333=,540865
(497-359)=,138
184*278-(895+262)=,49995
127-(529-768)+900=,1266
(182*682)+564=,124688
971*(801*907)+242=,705438539
(188*113)=,21244
869-849=,20
(513-795)*(465*780)=,-102281400
907*757=,686599
718+709=,1427
(672-574)-540=,-442
247*(330*501)+645=,40837155
467-(613+473)=,-619
531-174=,357
(284*711)*683=,137914092
(466*163)=,75958
119-813+401-562=,-855
351+339=,690
678-(589+890)-183=,-984
(186*848)*418=,65930304
451-(910*202)=,-183369
209+(438+779)-436=,990
(892*146)=,130232
(190*846)*(419+791)=,194495400
257-572-(777*670)=,-520905
416+702=,1118
(764-875)-(790-775)=,-126
645*655=,422475
(457-111)+123=,469
900-(734*802)*519=,-305517792
(388+656)*139=,145116
(142*917)+315=,130529
(842*756)=,636552
(874+625)+(478+727)=,2704
726-704-127=,-105
592+(892+320)=,1804
208-532-(926-841)=,-409
(493+475)*961=,930248
(295*770)+727=,227877
(519*120)-323=,61957
806*(719*498)=,288597972
(452-749)-155=,-452
(186+793)+141=,1120
(240*719)=,172560
(203+804)=,1007
(377+460)=,837
706-(763*163)=,-123663
473-(248*729)+448=,-179871
(824+113)=,937
517+(552*932)+794=,515775
374+748=,1122
742*616=,457072
(726*134)=,97284
108*169=,18252
(284+967)=,1251
(569+748)=,1317
862*964=,830968
(772+673)-(931+135)=,379
(209*500)+(154-421)=,104233
(643-154)=,489
687*693-548*823=,25087
833+(622*915)+734=,570697
944*(896*730)=,617451520
263*(653*750)=,128804250
(797*297)=,236709
518-597=,-79
(625-322)+628=,931
(963+278)=,1241
(184*230)+458=,42778
(465+987)*942=,1367784
797-(689+656)-547=,-1095
(451-758)-(828*504)=,-417619
967+(141+251)=,1359
(637*280)+677+719=,179756
(415-724)*586=,-181074
(343+760)=,1103
(595+122)-544=,173
734+762+407+154=,2057
(784+971)=,1755
(349-697)-863+185=,-1026
830*790-545=,655155
(247+993)-323=,917
(856-830)=,26
612-(311-685)-174=,812
(644*422)=,271768
(437*142)+438+430=,62922
444*(890+100)=,439560
(429*955)+523=,410218
(857*105)-895=,89090
(848*412)+408=,349784
987*987*270-595=,263025035
(579-647)-(434-328)=,-174
(436-606)+155=,-15
724+(228*814)=,186316
818+(412+358)*234=,180998
(251+252)+995=,1498
(703*998)=,701594
(943+730)=,1673
785*(775+265)=,816400
534+(543-285)=,792
766+446=,1212
(486+771)=,1257
(937+311)+(708+635)=,2591
(713-157)-511+783=,828
(312-882)+514=,-56
938+(599-724)=,813
(652*918)*512=,306450432
(491-401)=,90
777*725=,563325
(133+910)*375=,391125
250*(460-932)=,-118000
744*191+562=,142666
(782*206)-862=,160230
673*835-964*798=,-207317
(683+633)-303=,1013
(468*299)-(470+583)=,138879
(379+265)*(235*405)=,61292700
828-726*624=,-452196
(559*270)-781=,150149
743+(946-950)-145=,594
705*411=,289755
477+217*732-261=,159060
(312+871)*(132+283)=,490945
(733-601)=,132
(978*209)+282*739=,412800
280*586=,164080
(923+347)*281-667=,356203
416*(971+874)-582=,766938
(993+934)=,1927
(144-609)*205=,-95325
529+456=,985
832-676=,156
831+162=,993
(804+388)=,1192
(414*930)=,385020
690*104=,71760
(524*615)+331=,322591
496+(595*222)-272=,132314
(257+369)-539=,87
(598+647)*408=,507960
718*275=,197450
351-(428-697)=,620
240*909=,218160
634*891+815=,565709
(251*972)=,243972
(572-757)=,-185
(140+407)*824=,450728
(959+259)-768+511=,961
143*(143-629)=,-69498
(647*180)=,116460
498*740=,368520
(934*914)=,853676
626+462+394=,1482
(431-162)=,269
(781-760)=,21
357+814=,1171
762*469=,357378
157-344=,-187
(863+319)*671-883=,792239
556+348-733=,171
(866+420)=,1286
(366-792)+458-396=,-364
(689-367)=,322
(247+368)+350=,965
(320+508)=,828
(227+810)-(264-492)=,1265
(713-937)-630=,-854
709*836=,592724
(825+188)=,1013
432+912=,1344
(156*761)-339=,118377
818-(353-890)=,1355
183*(989*471)+199=,85245076
(635+475)-(157+520)=,433
(389-520)*(438-730)=,38252
789*(509-871)=,-285618
880+656+224=,1760
(105*907)*(350-574)=,-21332640
558+289=,847
156*(291*878)=,39857688
(986*219)*979+902=,211400288
811*211=,171121
248+762-288=,722
436+721=,1157
815*167=,136105
592*711-389=,420523
349*(996*859)*743=,221853734148
(338*964)=,325832
628*561=,352308
429+480=,909
317+(404*169)=,68593
(470-950)*546+205=,-261875
(276+180)=,456
214+788=,1002
(927*765)*799=,566614845
522*(412+494)-792=,472140
120-(572*926)+780=,-528772
547+565=,1112
463*(947-163)=,362992
854*258=,220332
257*480=,123360
734+(760-543)+265=,1216
701+171=,872
806+280=,1086
582+857=,1439
655-813=,-158
(251*615)-(851-762)=,154276
175-446+(869+332)=,930
(607+339)-876=,70
127+768=,895
(726*322)-647=,233125
(652*302)+950=,197854
444*262+457*468=,330204
248*796=,197408
852-(631+150)*110=,-85058
129+(959*418)=,400991
953+(824*409)=,337969
(621*592)+(706*854)=,970556
665-199=,466
458-(510-944)+996=,1888
(408*878)=,358224
(766+273)*393=,408327
(240*965)-(626-483)=,231457
(253-170)=,83
(520-721)-563=,-764
(787*130)+335*330=,212860
662-(620-612)=,654
410*167-775=,67695
984-565=,419
(647+498)=,1145
(221+888)+(207+454)=,1770
451*596=,268796
764+718=,1482
(754*376)+250-483=,283271
543*377=,204711
(560-868)*714*989=,-217492968
(637*325)=,207025
553+421=,974
166*701=,116366
(870+360)=,1230
938*355=,332990
846-894=,-48
952+(179+628)=,1759
659*932=,614188
223+(351*718)=,252241
(229*842)+150=,192968
196-(478-921)+886=,1525
581*407=,236467
778-221=,557
274*(623-381)=,66308
(950+838)-657=,1131
(512-612)-302=,-402
(573-440)-189=,-56
(620*326)-331=,201789
740-889=,-149
607-206=,401
587*382+(360+192)=,224786
(905*867)+(349*278)=,881657
(288-163)=,125
(900-894)=,6
(143+505)*769=,498312
205-849=,-644
278-(491-709)+777=,1273
(779+898)*(953-292)=,1108497
(150*731)=,109650
538*995=,535310
293*(347-817)-967=,-138677
(888*977)=,867576
638*166-347=,105561
(373*318)*(809-548)=,30958254
(928-778)-497=,-347
885*(593+932)+668=,1350293
(265-422)+(678+312)=,833
(440+611)=,1051
(712+784)-893=,603
(413-744)-(677+267)=,-1275
(205+460)-554=,111
(893+357)=,1250
716*170=,121720
291-165+(284-594)=,-184
(738-536)=,202
(738*609)=,449442
(536*218)*837+879=,97802655
105+104=,209
357*509=,181713
(628+403)+(856+496)=,2383
276*854=,235704
957-195+(949-650)=,1061
788+(324*303)+310=,99270
934-956=,-22
(584+973)-(471+591)=,495
(380-281)=,99
474*153=,72522
(398*162)=,64476
335*(795*665)=,177106125
286+290=,576
329-564=,-235
814-(680*483)=,-327626
(860+677)*795=,1221915
(644-600)+348=,392
(937*337)+151*144=,337513
(818-595)=,223
(647+933)-(326-140)=,1394
(765*501)-248=,383017
(392-942)+923=,373
(661+968)=,1629
(957-706)=,251
(181*644)+(153-867)=,115850
627-367+(830+952)=,2042
678-857+143=,-36
688*(669*239)+144=,110005152
165*937=,154605
(397*252)-102-205=,99737
(929-773)*564=,87984
425-(301*473)=,-141948
751*638=,479138
(579*581)=,336399
755-(505+767)-984=,-1501
(164+851)=,1015
(154-454)+(939*372)=,349008
(376*751)*512=,144576512
313-(273-917)+447=,1404
(919+412)+832-711=,1452
(417-306)-(524*416)=,-217873
204+(859+265)=,1328
978*115+681=,113151
(410*613)+919=,252249
182+159-705=,-364
(429*829)+321-437=,355525
(559+514)*(983-434)=,589077
292*417=,121764
379+102=,481
853-598=,255
986*717=,706962
(871*664)-958=,577386
(331*628)+889*676=,808832
(123+806)*190+340=,176850
848-441*214=,-93526
911+847=,1758
(831-757)+884+831=,1789
511+436-694=,253
686-120=,566
(364*650)=,236600
276-994+913=,195
189-429-652=,-892
(898*400)*966+514=,346987714
(879+361)*647*684=,548759520
(847*681)-(928-141)=,576020
(517+385)*(674*602)=,365984696
719*313=,225047
468-362*724=,-261620
(785+599)+916=,2300
436+129=,565
481-(218-561)*435=,149686
320*505=,161600
(929+858)-185*877=,-160458
366-(323-597)=,640
(352-490)+(565+842)=,1269
252*630=,158760
547-850=,-303
724+724=,1448
566-403*791=,-318207
118+445+919=,1482
128+366=,494
(774-266)+(139-604)=,43
942+959=,1901
(258*967)+237=,249723
(546*250)+159*216=,170844
427+575*(501*570)=,164203177
(149*583)*(178*321)=,4963406646
417+(872+247)=,1536
(854-549)-(719*960)=,-689935
(877-208)-233+388=,824
973+(772+420)*566=,675645
583+563-965=,181
(967+709)-282=,1394
(811-472)+746=,1085
891+450+(136*776)=,106877
(529+772)-132+363=,1532
(935*185)=,172975
(850*513)*(673*612)=,179598529800
(758-799)*(860+624)=,-60844
404*694=,280376
461+943+320=,1724
476-(749+921)=,-1194
384*380=,145920
(426-679)+(846*574)=,485351
881*813+538=,716791
(721+936)-683=,974
432+668+581-734=,947
279-981=,-702
170+619*144*592=,52768682
(322-671)+(636*557)=,353903
936-(323*611)=,-196417
(572*567)+(606-800)=,324130
632-(884*500)=,-441368
407+530=,937
(168*880)*(502-112)=,57657600
388*831=,322428
486+366+(893+499)=,2244
(393-775)-986=,-1368
389+(738*759)=,560531
222+916=,1138
205+963=,1168
568+686+629=,1883
(297-966)=,-669
(138+713)*515=,438265
(674+106)*616=,480480
(170+485)+320=,975
471+615=,1086
358+877+(819+185)=,2239
(599*515)*682*961=,202181685970
(165-916)=,-751
291+107=,398
162-(108+970)-988=,-1904
(516*614)+(136*716)=,414200
(625-882)+425=,168
(319*705)+385=,225280
(853-891)=,-38
322-444+(949+803)=,1630
(619+562)*(909*644)=,691352676
762*570=,434340
(801+124)=,925
652+119+927=,1698
333+(618*455)-378=,281145
554*221=,122434
623+225-(520+908)=,-580
452-353*996+430=,-350706
(192*852)*725=,118598400
953-(950*816)=,-774247
890+394+833=,2117
(657+472)*308+137=,347869
924-(353*235)=,-82031
(603*581)-627*734=,-109875
252*(269*311)-247=,21081821
700+431+732=,1863
138-(414*344)+507=,-141771
(914*398)*268=,97490896
(703+755)=,1458
203+(549+903)=,1655
(481-163)*(645*876)=,179676360
940*(328*776)=,239256320
749+(333*433)=,144938
453*899=,407247
(847+669)-802=,714
550*283-640=,155010
(552-980)+(673+767)=,1012
(950+777)*454=,784058
110-276-(520-273)=,-413
(884-469)=,415
(843-583)=,260
857+(171-244)=,784
(110-166)+151+468=,563
266+791*254-819=,200361
460+705+784+133=,2082
(652*902)*370-715=,217597765
(814*662)=,538868
341+921=,1262
(515+532)-(576-551)=,1022
718+561+(331-537)=,1073
679+(563+308)=,1550
(359-963)+568=,-36
333-(408+975)=,-1050
(309+767)-284=,792
(560+301)*515=,443415
(189+364)-124=,429
(532*877)-(874+770)=,464920
(724-219)*543=,274215
438+(660*602)+270=,398028
(636*660)-750=,419010
(382*777)+938+232=,297984
(913*191)+409=,174792
157+421-(744+572)=,-738
(623*991)=,617393
(170+748)+273=,1191
(369-741)=,-372
(489-749)=,-260
415*383=,158945
(788-928)-792-742=,-1674
781*740=,577940
(183*785)-658=,142997
(833-975)+(194+498)=,550
690*963-(565*811)=,206255
(564+400)=,964
(223+794)=,1017
263*(743-626)=,30771
(900*881)+287=,793187
(672+421)+591-495=,1189
712*396=,281952
480+237=,717
(355*472)-(656+617)=,166287
732-(250+333)*443=,-257537
597*390-775*349=,-37645
252-(873-480)-206=,-347
(699*699)=,488601
391+979+299*503=,151767
487-770+270-398=,-411
(542+403)=,945
874-(595*940)+961=,-557465
(906+659)*(115*989)=,177995275
628*(757+292)-925=,657847
(776+889)=,1665
792+949*940=,892852
(823*537)*441=,194900391
(400+555)+602*612=,369379
(964*750)+776-996=,722780
451+222=,673
(536+903)*103=,148217
(330-273)*922=,52554
908*(283+559)+658=,765194
(137*778)*587*989=,61877756198
(293-332)*841=,-32799
895-305+976=,1566
773-(321-511)+235=,1198
230+778+523=,1531
461+(999+417)-228=,1649
(265-909)*(305-804)=,321356
(262*862)=,225844
891-(647+773)-710=,-1239
(404+703)*213*505=,119074455
(690-835)-413-132=,-690
108-953*248=,-236236
(684+942)-(709*625)=,-441499
(425+128)+962=,1515
(432-373)*178=,10502
(726*487)-824=,352738
(358-626)*(817+774)=,-426388
755+(721*336)-196=,242815
(730*195)=,142350
415+(964*144)=,139231
852*865=,736980
(209+584)=,793
955-(401-141)-410=,285
(613+797)*572*214=,172595280
627-508=,119
330*556=,183480
(656+900)*743=,1156108
(354+420)+(737*380)=,280834
(651-315)+287=,623
(290-136)*(208-690)=,-74228
525*287-(586*524)=,-156389
119-(984*289)=,-284257
877*288-(663-754)=,252667
(651-376)=,275
(797*538)+395=,429181
(992*784)-232=,777496
(136*398)-666*887=,-536614
(671*300)*(620+824)=,290677200
552-(595+176)*328=,-252336
(904+617)*(183-921)=,-1122498
(655+882)+566=,2103
780+851=,1631
253+(317*581)=,184430
(153*859)=,131427
(341-503)-(303*978)=,-296496
171+(474-744)-673=,-772
667-170*134=,-22113
322-554*394=,-217954
515-(632*524)=,-330653
(548*167)*239=,21872324
511-(199*680)+929=,-133880
429-133=,296
(710+957)=,1667
(894-319)*456+148=,262348
(629-745)=,-116
(119*965)-(476-406)=,114765
619+457=,1076
(426*523)+(731-440)=,223089
654-622=,32
(834*354)=,295236
(642*435)=,279270
(929*854)*(838+988)=,1448686316
982-(872+466)-427=,-783
919+366-696=,589
(707*945)=,668115
865+448=,1313
(666*949)-547=,631487
(274-535)+399=,138
(119-917)*261+792=,-207486
373+112=,485
(942+148)=,1090
928+965=,1893
(755+635)=,1390
981-216-(513+316)=,-64
(997+594)-(739+258)=,594
334-582=,-248
390-(481+162)=,-253
759*(592-568)=,18216
(192+631)=,823
(749*913)+238=,684075
(311+263)*936-833=,536431
(462+609)-201=,870
473+137=,610
130*(490-657)=,-21710
(626*462)-779-360=,288073
362+478=,840
143+149=,292
(546-405)-259=,-118
(819*326)+885=,267879
550+609=,1159
(443+614)=,1057
(166+385)*845=,465595
(305+487)=,792
(512*180)+466=,92626
745-(184*124)=,-22071
307*963=,295641
(795-744)*456=,23256
(941+669)=,1610
(931-694)=,237
554-490+227=,291
407+232=,639
(513*542)*328+697=,91199785
(634*772)+(663*935)=,1109353
277*(841+853)+899=,470137
712-528*(642+892)=,-809240
525-(752+533)*921=,-1182960
(329*821)*602+894=,162606512
(837*801)=,670437
850*(241+491)+641=,622841
(140-773)+(178-527)=,-982
(599-881)*(260+409)=,-188658
107*903*814=,78649494
(690+629)-330=,989
801-(947*315)+322=,-297182
(368+134)=,502
152*619+737=,94825
(953-358)-(379-313)=,529
(863-197)+263*436=,115334
(556-315)=,241
197+(195*771)*249=,37436102
(900+291)-612-862=,-283
842-714=,128
(610+237)-278=,569
768-(248-703)-228=,995
(763-657)*136=,14416
104*576-319=,59585
(586-853)*596=,-159132
405-(716-177)*583=,-313832
228-(435+233)*164=,-109324
772*(885*308)=,210431760
163+668=,831
462-354+985*208=,204988
(778+965)*309=,538587
563-770=,-207
(107-209)=,-102
614+(503*347)=,175155
557-183=,374
(613+174)+811=,1598
(321+415)=,736
(907*377)*363=,124123857
(314+621)*(148*626)=,86625880
309*551+602=,170861
(115-411)-565=,-861
(979+350)=,1329
818*709=,579962
(369+778)-270=,877
(935*992)=,927520
153-570*930*228=,-120862647
935*(161-393)=,-216920
(368-195)*393*482=,32770698
(375*400)*123+134=,18450134
(133+769)=,902
(216+277)*477=,235161
(886+983)=,1869
(631+653)+122-848=,558
622*(650*197)-264=,79646836
645+726=,1371
(511+357)+530*115=,61818
(791-751)-345+361=,56
249-(276+895)+189=,-733
947-642+253*369=,93662
245*296=,72520
628*513=,322164
(818*672)=,549696
(780-105)-187=,488
413+731-(740-584)=,988
453+(814*843)=,686655
535+735=,1270
(603*990)*159=,94918230
(480*770)=,369600
(704-753)=,-49
(925+958)=,1883
344+961+670=,1975
374*643=,240482
(691*252)+980=,175112
463*631=,292153
603-704-821=,-922
(640-278)+(524-415)=,471
731-266=,465
624+962+(669-877)=,1378
(150-817)*380=,-253460
(899*992)=,891808
839+(200+298)=,1337
(737+175)+469-422=,959
859-(489+500)-334=,-464
(800*266)=,212800
443*(154+896)*559=,260018850
(135-425)=,-290
(152+491)*362=,232766
(449+379)=,828
(268+503)=,771
985+(192*634)=,122713
700+(463*631)*842=,245993526
850*714+668+743=,608311
172-(371*426)*513=,-81077426
(324*297)+989=,97217
752-(533*693)=,-368617
(767*913)=,700271
697-224+545=,1018
(832*760)=,632320
986-876*696=,-608710
515+937=,1452
(350+855)=,1205
947-905=,42
(360+252)=,612
(672*782)=,525504
(108*689)=,74412
519-(692*344)=,-237529
389+976=,1365
(715-679)-770=,-734
(868*757)=,657076
(304+905)-399=,810
(133+398)=,531
379+681*725=,494104
(414*314)-561=,129435
418+(831-310)+175=,1114
129*828+541=,107353
(765+796)=,1561
422-(513+316)=,-407
985+599*602+265=,361848
232*761-(829*156)=,47228
410-370=,40
105+(297*168)*398=,19858713
805*460=,370300
871-995=,-124
380*878=,333640
664+(276+792)-976=,756
(917*491)+713*656=,917975
534*224=,119616
708*739-(585-261)=,522888
(144-614)-466*854=,-398434
(621-704)+(684-838)=,-237
(894*512)+987-200=,458515
737*958=,706046
(984-374)*514=,313540
(975+218)=,1193
153+356*(384*166)=,22693017
(167*158)*783=,20660238
589-903=,-314
875-(543-295)-967=,-340
(347+227)=,574
281*(293*224)=,18442592
(845+154)=,999
(323-502)-889+811=,-257
818*132=,107976
(854-327)=,527
399*575=,229425
749*568=,425432
(686*885)+915+369=,608394
(743+457)*685*579=,475938000
(520-927)*388+394=,-157522
131-923-(525-780)=,-537
486*655+557+361=,319248
(760-415)+691+689=,1725
(353-216)=,137
152-923=,-771
(800*968)*176=,136294400
630*(365-277)=,55440
869+676=,1545
(592-171)*(318+943)=,530881
638-212=,426
(212+638)=,850
(517+184)=,701
(923*100)=,92300
(431+226)*(661-875)=,-140598
(510-860)*873=,-305550
(926+658)=,1584
700-(280-997)-191=,1226
(375+803)*709=,835202
(931*535)-520-338=,497227
(187+895)=,1082
475-868-342=,-735
347-(719+585)=,-957
(813+660)=,1473
270*(589-176)=,111510
(436*431)-854+921=,187983
(543-858)-(782-688)=,-409
645+(133-269)=,509
543-(775*968)=,-749657
478*(779*936)-557=,348530275
(564-841)-317+426=,-168
(141*147)=,20727
971*189-676=,182843
593*230-(169+378)=,135843
425-(316*629)=,-198339
851-543-158=,150
(525*771)*(901+849)=,708356250
685+(337-413)*783=,-58823
(227*789)+593=,179696
928*385*130=,46446400
857+620=,1477
435+(843*420)=,354495
417*813*917*230=,71502919110
(824*192)*720=,113909760
(654-497)+338+481=,976
(570+590)=,1160
(965-320)=,645
(901-388)=,513
(376-652)+467-522=,-331
(344*749)+624*191=,376840
959*904=,866936
780+(336-894)=,222
(515*638)+(324+738)=,329632
444+887=,1331
595-732*832=,-608429
(501-735)+600=,366
(185*260)-122*349=,5522
(482+392)=,874
(273*617)=,168441
(289*375)+569*693=,502692
(193*908)=,175244
(426*247)-242+768=,105748
(569+135)+(598-933)=,369
(187-893)-230-982=,-1918
498+133-726=,-95
582*(874*538)=,273663384
741*285+155=,211340
(277-742)=,-465
527*(753*577)-494=,228970993
(224+662)=,886
521*845+187=,440432
764+122-807=,79
(271+318)-162=,427
718+159=,877
(735+197)=,932
(712*219)=,155928
700+721=,1421
(401-521)-938=,-1058
(552-212)+960=,1300
830*639*330*499=,87336027900
